,Latitude,Longitude
171,41.94983,-87.69845699999998
172,41.94983,-87.69845699999998
173,41.94983,-87.69845699999998
174,41.94983,-87.69845699999998
175,41.94983,-87.69845699999998
176,41.979243,-87.750938
177,41.979243,-87.750938
178,41.979243,-87.750938
179,41.979243,-87.750938
180,41.979243,-87.750938
181,41.979243,-87.750938
182,41.979243,-87.750938
183,41.979243,-87.750938
184,41.986921,-87.689778
185,41.986921,-87.689778
186,41.986921,-87.689778
187,41.986921,-87.689778
188,41.986921,-87.689778
189,41.986921,-87.689778
190,41.986921,-87.689778
191,41.986921,-87.689778
192,41.801498,-87.763416
193,41.801498,-87.763416
194,41.801498,-87.763416
195,41.801498,-87.763416
196,41.801498,-87.763416
197,41.801498,-87.763416
198,41.801498,-87.763416
199,41.801498,-87.763416
200,41.906638,-87.701431
201,41.906638,-87.701431
202,41.906638,-87.701431
203,41.906638,-87.701431
204,41.906638,-87.701431
205,41.906638,-87.701431
206,41.906638,-87.701431
207,41.906638,-87.701431
208,41.723195,-87.64997
209,41.723195,-87.64997
210,41.723195,-87.64997
211,41.723195,-87.64997
212,41.723195,-87.64997
213,41.723195,-87.64997
214,41.723195,-87.64997
215,41.723195,-87.64997
216,41.868077,-87.666901
217,41.868077,-87.666901
218,41.868077,-87.666901
219,41.868077,-87.666901
220,41.868077,-87.666901
221,41.868077,-87.666901
222,41.868077,-87.666901
223,41.868077,-87.666901
224,41.869216,-87.627561
225,41.869216,-87.627561
226,41.869216,-87.627561
227,41.869216,-87.627561
228,41.869216,-87.627561
229,41.869216,-87.627561
230,41.869216,-87.627561
231,41.869216,-87.627561
232,41.662014,-87.72460799999998
233,41.662014,-87.72460799999998
234,41.662014,-87.72460799999998
235,41.662014,-87.72460799999998
236,41.662014,-87.72460799999998
237,41.662014,-87.72460799999998
238,41.662014,-87.72460799999998
239,41.662014,-87.72460799999998
240,41.961743,-87.76007
241,41.961743,-87.76007
242,41.961743,-87.76007
243,41.961743,-87.76007
244,41.961743,-87.76007
245,41.961743,-87.76007
246,41.961743,-87.76007
247,41.961743,-87.76007
248,41.953067,-87.776792
249,41.953067,-87.776792
250,41.953067,-87.776792
251,41.953067,-87.776792
252,41.953067,-87.776792
253,41.953067,-87.776792
254,41.953067,-87.776792
255,41.953067,-87.776792
256,41.878114,-87.629798
257,41.878114,-87.629798
258,41.878114,-87.629798
259,41.878114,-87.629798
260,41.878114,-87.629798
261,41.878114,-87.629798
262,41.878114,-87.629798
263,41.878114,-87.629798
264,41.958271,-87.702575
265,41.958271,-87.702575
266,41.958271,-87.702575
267,41.958271,-87.702575
268,41.958271,-87.702575
269,41.958271,-87.702575
270,41.958271,-87.702575
271,41.958271,-87.702575
272,41.932094,-87.700117
273,41.932094,-87.700117
274,41.932094,-87.700117
275,41.932094,-87.700117
276,41.932094,-87.700117
277,41.932094,-87.700117
278,41.932094,-87.700117
279,41.932094,-87.700117
280,41.994469,-87.667736
281,41.994469,-87.667736
282,41.994469,-87.667736
283,41.994469,-87.667736
284,41.994469,-87.667736
285,41.994469,-87.667736
286,41.994469,-87.667736
287,41.994469,-87.667736
288,42.006858,-87.675919
289,42.006858,-87.675919
290,42.006858,-87.675919
291,42.006858,-87.675919
292,42.006858,-87.675919
293,42.006858,-87.675919
294,42.006858,-87.675919
295,42.006858,-87.675919
296,41.916265,-87.800515
297,41.916265,-87.800515
298,41.916265,-87.800515
299,41.916265,-87.800515
300,41.916265,-87.800515
301,41.916265,-87.800515
302,41.916265,-87.800515
303,41.916265,-87.800515
304,41.846075,-87.716277
305,41.846075,-87.716277
306,41.846075,-87.716277
307,41.846075,-87.716277
308,41.846075,-87.716277
309,41.846075,-87.716277
310,41.846075,-87.716277
311,41.846075,-87.716277
312,41.918705,-87.752329
313,41.918705,-87.752329
314,41.918705,-87.752329
315,41.918705,-87.752329
316,41.918705,-87.752329
317,41.918705,-87.752329
318,41.918705,-87.752329
319,41.918705,-87.752329
320,41.682587,-87.707973
321,41.682587,-87.707973
322,41.682587,-87.707973
323,41.682587,-87.707973
324,41.682587,-87.707973
325,41.682587,-87.707973
326,41.682587,-87.707973
327,41.682587,-87.707973
328,41.725517,-87.61425799999998
329,41.725517,-87.61425799999998
330,41.725517,-87.61425799999998
331,41.725517,-87.61425799999998
332,41.725517,-87.61425799999998
333,41.725517,-87.61425799999998
334,41.725517,-87.61425799999998
335,41.725517,-87.61425799999998
336,41.948167,-87.730698
337,41.948167,-87.730698
338,41.948167,-87.730698
339,41.948167,-87.730698
340,41.948167,-87.730698
341,41.948167,-87.730698
342,41.948167,-87.730698
343,41.948167,-87.730698
344,41.963976,-87.69181
345,41.963976,-87.69181
346,41.963976,-87.69181
347,41.963976,-87.69181
348,41.963976,-87.69181
349,41.963976,-87.69181
350,41.963976,-87.69181
351,41.963976,-87.69181
352,41.953705,-87.733974
353,41.953705,-87.733974
354,41.953705,-87.733974
355,41.953705,-87.733974
356,41.953705,-87.733974
357,41.953705,-87.733974
358,41.953705,-87.733974
359,41.953705,-87.733974
360,41.964242,-87.757639
361,41.964242,-87.757639
362,41.964242,-87.757639
363,41.964242,-87.757639
364,41.964242,-87.757639
365,41.964242,-87.757639
366,41.964242,-87.757639
367,41.964242,-87.757639
368,41.990284,-87.797127
369,41.990284,-87.797127
370,41.990284,-87.797127
371,41.990284,-87.797127
372,41.990284,-87.797127
373,41.990284,-87.797127
374,41.990284,-87.797127
375,41.990284,-87.797127
376,42.008314,-87.77792099999998
377,42.008314,-87.77792099999998
378,42.008314,-87.77792099999998
379,42.008314,-87.77792099999998
380,42.008314,-87.77792099999998
381,42.008314,-87.77792099999998
382,42.008314,-87.77792099999998
383,42.008314,-87.77792099999998
384,41.991429,-87.747113
385,41.991429,-87.747113
386,41.991429,-87.747113
387,41.991429,-87.747113
388,41.991429,-87.747113
389,41.991429,-87.747113
390,41.991429,-87.747113
391,41.991429,-87.747113
392,41.843811,-87.686763
393,41.843811,-87.686763
394,41.843811,-87.686763
395,41.843811,-87.686763
396,41.843811,-87.686763
397,41.843811,-87.686763
398,41.843811,-87.686763
399,41.843811,-87.686763
400,41.921177,-87.79518
401,41.921177,-87.79518
402,41.921177,-87.79518
403,41.921177,-87.79518
404,41.921177,-87.79518
405,41.921177,-87.79518
406,41.921177,-87.79518
407,41.921177,-87.79518
408,41.852652,-87.719887
409,41.852652,-87.719887
410,41.852652,-87.719887
411,41.852652,-87.719887
412,41.852652,-87.719887
413,41.852652,-87.719887
414,41.852652,-87.719887
415,41.852652,-87.719887
416,41.857402,-87.694991
417,41.857402,-87.694991
418,41.857402,-87.694991
419,41.857402,-87.694991
420,41.857402,-87.694991
421,41.857402,-87.694991
422,41.857402,-87.694991
423,41.857402,-87.694991
424,41.868142,-87.696269
425,41.868142,-87.696269
426,41.868142,-87.696269
427,41.868142,-87.696269
428,41.868142,-87.696269
429,41.868142,-87.696269
430,41.868142,-87.696269
431,41.868142,-87.696269
432,41.846283,-87.656913
433,41.846283,-87.656913
434,41.846283,-87.656913
435,41.846283,-87.656913
436,41.846283,-87.656913
437,41.846283,-87.656913
438,41.846283,-87.656913
439,41.846283,-87.656913
440,41.721474,-87.648064
441,41.721474,-87.648064
442,41.721474,-87.648064
443,41.721474,-87.648064
444,41.721474,-87.648064
445,41.721474,-87.648064
446,41.721474,-87.648064
447,41.721474,-87.648064
448,41.869107,-87.69629300000003
449,41.869107,-87.69629300000003
450,41.869107,-87.69629300000003
451,41.869107,-87.69629300000003
452,41.869107,-87.69629300000003
453,41.869107,-87.69629300000003
454,41.869107,-87.69629300000003
455,41.869107,-87.69629300000003
456,41.719059,-87.675088
457,41.719059,-87.675088
458,41.719059,-87.675088
459,41.719059,-87.675088
460,41.719059,-87.675088
461,41.719059,-87.675088
462,41.719059,-87.675088
463,41.719059,-87.675088
464,41.966987,-87.674677
465,41.966987,-87.674677
466,41.966987,-87.674677
467,41.966987,-87.674677
468,41.966987,-87.674677
469,41.966987,-87.674677
470,41.966987,-87.674677
471,41.966987,-87.674677
472,41.923738,-87.785288
473,41.923738,-87.785288
474,41.923738,-87.785288
475,41.923738,-87.785288
476,41.923738,-87.785288
477,41.923738,-87.785288
478,41.923738,-87.785288
479,41.923738,-87.785288
480,41.970248,-87.787992
481,41.970248,-87.787992
482,41.970248,-87.787992
483,41.970248,-87.787992
484,41.970248,-87.787992
485,41.970248,-87.787992
486,41.970248,-87.787992
487,41.970248,-87.787992
488,42.010412,-87.66214000000002
489,42.010412,-87.66214000000002
490,42.010412,-87.66214000000002
491,42.010412,-87.66214000000002
492,42.010412,-87.66214000000002
493,42.010412,-87.66214000000002
494,42.010412,-87.66214000000002
495,42.010412,-87.66214000000002
496,41.89923,-87.716788
497,41.89923,-87.716788
498,41.89923,-87.716788
499,41.89923,-87.716788
500,41.89923,-87.716788
501,41.89923,-87.716788
502,41.89923,-87.716788
503,41.89923,-87.716788
504,41.692555,-87.598865
505,41.692555,-87.598865
506,41.692555,-87.598865
507,41.692555,-87.598865
508,41.692555,-87.598865
509,41.692555,-87.598865
510,41.692555,-87.598865
511,41.692555,-87.598865
512,41.94016,-87.794896
513,41.94016,-87.794896
514,41.94016,-87.794896
515,41.94016,-87.794896
516,41.94016,-87.794896
517,41.94016,-87.794896
518,41.94016,-87.794896
519,41.94016,-87.794896
520,41.903002,-87.68826700000002
521,41.903002,-87.68826700000002
522,41.903002,-87.68826700000002
523,41.903002,-87.68826700000002
524,41.903002,-87.68826700000002
525,41.903002,-87.68826700000002
526,41.903002,-87.68826700000002
527,41.903002,-87.68826700000002
528,41.942114,-87.776385
529,41.942114,-87.776385
530,41.942114,-87.776385
531,41.942114,-87.776385
532,41.942114,-87.776385
533,41.942114,-87.776385
534,41.942114,-87.776385
535,41.942114,-87.776385
536,41.960616,-87.777189
537,41.960616,-87.777189
538,41.960616,-87.777189
539,41.960616,-87.777189
540,41.960616,-87.777189
541,41.960616,-87.777189
542,41.960616,-87.777189
543,41.960616,-87.777189
544,41.883284,-87.705085
545,41.883284,-87.705085
546,41.883284,-87.705085
547,41.883284,-87.705085
548,41.883284,-87.705085
549,41.883284,-87.705085
550,41.883284,-87.705085
551,41.883284,-87.705085
552,41.704336,-87.70373599999998
553,41.704336,-87.70373599999998
554,41.704336,-87.70373599999998
555,41.704336,-87.70373599999998
556,41.704336,-87.70373599999998
557,41.704336,-87.70373599999998
558,41.704336,-87.70373599999998
559,41.704336,-87.70373599999998
560,41.96272800000001,-87.748367
561,41.96272800000001,-87.748367
562,41.96272800000001,-87.748367
563,41.96272800000001,-87.748367
564,41.96272800000001,-87.748367
565,41.96272800000001,-87.748367
566,41.96272800000001,-87.748367
567,41.96272800000001,-87.748367
568,41.836644,-87.677737
569,41.836644,-87.677737
570,41.836644,-87.677737
571,41.836644,-87.677737
572,41.836644,-87.677737
573,41.836644,-87.677737
574,41.836644,-87.677737
575,41.836644,-87.677737
576,41.837085,-87.729384
577,41.837085,-87.729384
578,41.837085,-87.729384
579,41.837085,-87.729384
580,41.837085,-87.729384
581,41.837085,-87.729384
582,41.837085,-87.729384
583,41.837085,-87.729384
584,41.911824,-87.726737
585,41.911824,-87.726737
586,41.911824,-87.726737
587,41.911824,-87.726737
588,41.911824,-87.726737
589,41.911824,-87.726737
590,41.911824,-87.726737
591,41.911824,-87.726737
592,41.823065,-87.67837800000002
593,41.823065,-87.67837800000002
594,41.823065,-87.67837800000002
595,41.823065,-87.67837800000002
596,41.823065,-87.67837800000002
597,41.823065,-87.67837800000002
598,41.823065,-87.67837800000002
599,41.823065,-87.67837800000002
600,41.801179,-87.679447
601,41.801179,-87.679447
602,41.801179,-87.679447
603,41.801179,-87.679447
604,41.801179,-87.679447
605,41.801179,-87.679447
606,41.801179,-87.679447
607,41.801179,-87.679447
608,41.800737,-87.71188000000002
609,41.800737,-87.71188000000002
610,41.800737,-87.71188000000002
611,41.800737,-87.71188000000002
612,41.800737,-87.71188000000002
613,41.800737,-87.71188000000002
614,41.800737,-87.71188000000002
615,41.800737,-87.71188000000002
616,41.778297,-87.752411
617,41.778297,-87.752411
618,41.778297,-87.752411
619,41.778297,-87.752411
620,41.778297,-87.752411
621,41.778297,-87.752411
622,41.778297,-87.752411
623,41.778297,-87.752411
624,41.77166,-87.703047
625,41.77166,-87.703047
626,41.77166,-87.703047
627,41.77166,-87.703047
628,41.77166,-87.703047
629,41.77166,-87.703047
630,41.77166,-87.703047
631,41.77166,-87.703047
632,41.759346,-87.745602
633,41.759346,-87.745602
634,41.759346,-87.745602
635,41.759346,-87.745602
636,41.759346,-87.745602
637,41.759346,-87.745602
638,41.759346,-87.745602
639,41.759346,-87.745602
640,41.768388,-87.678649
641,41.768388,-87.678649
642,41.768388,-87.678649
643,41.768388,-87.678649
644,41.768388,-87.678649
645,41.768388,-87.678649
646,41.768388,-87.678649
647,41.768388,-87.678649
648,41.797616,-87.797894
649,41.797616,-87.797894
650,41.797616,-87.797894
651,41.797616,-87.797894
652,41.797616,-87.797894
653,41.797616,-87.797894
654,41.797616,-87.797894
655,41.797616,-87.797894
656,41.781416,-87.77653199999997
657,41.781416,-87.77653199999997
658,41.781416,-87.77653199999997
659,41.781416,-87.77653199999997
660,41.781416,-87.77653199999997
661,41.781416,-87.77653199999997
662,41.781416,-87.77653199999997
663,41.781416,-87.77653199999997
664,41.773215,-87.60088
665,41.773215,-87.60088
666,41.773215,-87.60088
667,41.773215,-87.60088
668,41.773215,-87.60088
669,41.773215,-87.60088
670,41.773215,-87.60088
671,41.773215,-87.60088
672,41.822536,-87.66634300000003
673,41.822536,-87.66634300000003
674,41.822536,-87.66634300000003
675,41.822536,-87.66634300000003
676,41.822536,-87.66634300000003
677,41.822536,-87.66634300000003
678,41.822536,-87.66634300000003
679,41.822536,-87.66634300000003
680,41.799282,-87.585487
681,41.799282,-87.585487
682,41.799282,-87.585487
683,41.799282,-87.585487
684,41.799282,-87.585487
685,41.799282,-87.585487
686,41.799282,-87.585487
687,41.799282,-87.585487
688,41.794781,-87.615989
689,41.794781,-87.615989
690,41.794781,-87.615989
691,41.794781,-87.615989
692,41.794781,-87.615989
693,41.794781,-87.615989
694,41.794781,-87.615989
695,41.794781,-87.615989
696,41.778748,-87.586427
697,41.778748,-87.586427
698,41.778748,-87.586427
699,41.778748,-87.586427
700,41.778748,-87.586427
701,41.778748,-87.586427
702,41.778748,-87.586427
703,41.778748,-87.586427
704,41.766202,-87.562889
705,41.766202,-87.562889
706,41.766202,-87.562889
707,41.766202,-87.562889
708,41.766202,-87.562889
709,41.766202,-87.562889
710,41.766202,-87.562889
711,41.766202,-87.562889
712,41.754676,-87.612922
713,41.754676,-87.612922
714,41.754676,-87.612922
715,41.754676,-87.612922
716,41.754676,-87.612922
717,41.754676,-87.612922
718,41.754676,-87.612922
719,41.754676,-87.612922
720,41.821582,-87.62779599999998
721,41.821582,-87.62779599999998
722,41.821582,-87.62779599999998
723,41.821582,-87.62779599999998
724,41.821582,-87.62779599999998
725,41.821582,-87.62779599999998
726,41.821582,-87.62779599999998
727,41.821582,-87.62779599999998
728,41.803423,-87.642984
729,41.803423,-87.642984
730,41.803423,-87.642984
731,41.803423,-87.642984
732,41.803423,-87.642984
733,41.803423,-87.642984
734,41.803423,-87.642984
735,41.803423,-87.642984
736,41.754292,-87.590773
737,41.754292,-87.590773
738,41.754292,-87.590773
739,41.754292,-87.590773
740,41.754292,-87.590773
741,41.754292,-87.590773
742,41.754292,-87.590773
743,41.754292,-87.590773
744,41.798697,-87.736812
745,41.798697,-87.736812
746,41.798697,-87.736812
747,41.798697,-87.736812
748,41.798697,-87.736812
749,41.798697,-87.736812
750,41.798697,-87.736812
751,41.798697,-87.736812
752,41.776156,-87.778927
753,41.776156,-87.778927
754,41.776156,-87.778927
755,41.776156,-87.778927
756,41.776156,-87.778927
757,41.776156,-87.778927
758,41.776156,-87.778927
759,41.776156,-87.778927
760,41.82561,-87.726549
761,41.82561,-87.726549
762,41.82561,-87.726549
763,41.82561,-87.726549
764,41.82561,-87.726549
765,41.82561,-87.726549
766,41.82561,-87.726549
767,41.82561,-87.726549
768,41.673408,-87.599862
769,41.673408,-87.599862
770,41.673408,-87.599862
771,41.673408,-87.599862
772,41.673408,-87.599862
773,41.673408,-87.599862
774,41.673408,-87.599862
775,41.673408,-87.599862
776,41.72646500000001,-87.585413
777,41.72646500000001,-87.585413
778,41.72646500000001,-87.585413
779,41.72646500000001,-87.585413
780,41.72646500000001,-87.585413
781,41.72646500000001,-87.585413
782,41.72646500000001,-87.585413
783,41.72646500000001,-87.585413
784,41.678618,-87.559308
785,41.678618,-87.559308
786,41.678618,-87.559308
787,41.678618,-87.559308
788,41.678618,-87.559308
789,41.678618,-87.559308
790,41.678618,-87.559308
791,41.678618,-87.559308
792,41.737052,-87.54306700000002
793,41.737052,-87.54306700000002
794,41.737052,-87.54306700000002
795,41.737052,-87.54306700000002
796,41.737052,-87.54306700000002
797,41.737052,-87.54306700000002
798,41.737052,-87.54306700000002
799,41.737052,-87.54306700000002
800,41.740641,-87.546587
801,41.740641,-87.546587
802,41.740641,-87.546587
803,41.740641,-87.546587
804,41.740641,-87.546587
805,41.740641,-87.546587
806,41.740641,-87.546587
807,41.740641,-87.546587
808,41.680946,-87.535198
809,41.680946,-87.535198
810,41.680946,-87.535198
811,41.680946,-87.535198
812,41.680946,-87.535198
813,41.680946,-87.535198
814,41.680946,-87.535198
815,41.680946,-87.535198
816,41.686398,-87.531635
817,41.686398,-87.531635
818,41.686398,-87.531635
819,41.686398,-87.531635
820,41.686398,-87.531635
821,41.686398,-87.531635
822,41.686398,-87.531635
823,41.686398,-87.531635
824,41.729669,-87.582699
825,41.729669,-87.582699
826,41.729669,-87.582699
827,41.729669,-87.582699
828,41.729669,-87.582699
829,41.729669,-87.582699
830,41.729669,-87.582699
831,41.729669,-87.582699
832,41.704572,-87.56566600000002
833,41.704572,-87.56566600000002
834,41.704572,-87.56566600000002
835,41.704572,-87.56566600000002
836,41.704572,-87.56566600000002
837,41.704572,-87.56566600000002
838,41.704572,-87.56566600000002
839,41.704572,-87.56566600000002
840,41.74785,-87.70271600000002
841,41.74785,-87.70271600000002
842,41.74785,-87.70271600000002
843,41.74785,-87.70271600000002
844,41.74785,-87.70271600000002
845,41.74785,-87.70271600000002
846,41.74785,-87.70271600000002
847,41.74785,-87.70271600000002
848,41.775051,-87.65535600000003
849,41.775051,-87.65535600000003
850,41.775051,-87.65535600000003
851,41.775051,-87.65535600000003
852,41.775051,-87.65535600000003
853,41.775051,-87.65535600000003
854,41.775051,-87.65535600000003
855,41.775051,-87.65535600000003
856,41.644612,-87.60449799999998
857,41.644612,-87.60449799999998
858,41.644612,-87.60449799999998
859,41.644612,-87.60449799999998
860,41.644612,-87.60449799999998
861,41.644612,-87.60449799999998
862,41.644612,-87.60449799999998
863,41.644612,-87.60449799999998
864,41.733643,-87.55551
865,41.733643,-87.55551
866,41.733643,-87.55551
867,41.733643,-87.55551
868,41.733643,-87.55551
869,41.733643,-87.55551
870,41.733643,-87.55551
871,41.733643,-87.55551
872,41.717753,-87.531657
873,41.717753,-87.531657
874,41.717753,-87.531657
875,41.717753,-87.531657
876,41.717753,-87.531657
877,41.717753,-87.531657
878,41.717753,-87.531657
879,41.717753,-87.531657
880,41.750498,-87.605294
881,41.750498,-87.605294
882,41.750498,-87.605294
883,41.750498,-87.605294
884,41.750498,-87.605294
885,41.750498,-87.605294
886,41.750498,-87.605294
887,41.750498,-87.605294
888,41.702724,-87.536497
889,41.702724,-87.536497
890,41.702724,-87.536497
891,41.702724,-87.536497
892,41.702724,-87.536497
893,41.702724,-87.536497
894,41.702724,-87.536497
895,41.702724,-87.536497
896,41.98480900000001,-87.728492
897,41.98480900000001,-87.728492
898,41.98480900000001,-87.728492
899,41.98480900000001,-87.728492
900,41.98480900000001,-87.728492
901,41.98480900000001,-87.728492
902,41.98480900000001,-87.728492
903,41.98480900000001,-87.728492
904,41.772846,-87.740029
905,41.772846,-87.740029
906,41.772846,-87.740029
907,41.772846,-87.740029
908,41.772846,-87.740029
909,41.772846,-87.740029
910,41.772846,-87.740029
911,41.772846,-87.740029
912,41.825902,-87.667827
913,41.825902,-87.667827
914,41.825902,-87.667827
915,41.825902,-87.667827
916,41.825902,-87.667827
917,41.825902,-87.667827
918,41.825902,-87.667827
919,41.825902,-87.667827
920,41.659112,-87.53869300000002
921,41.659112,-87.53869300000002
922,41.659112,-87.53869300000002
923,41.659112,-87.53869300000002
924,41.659112,-87.53869300000002
925,41.659112,-87.53869300000002
926,41.659112,-87.53869300000002
927,41.659112,-87.53869300000002
928,41.99247800000001,-87.862995
929,41.99247800000001,-87.862995
930,41.99247800000001,-87.862995
931,41.99247800000001,-87.862995
932,41.99247800000001,-87.862995
933,41.99247800000001,-87.862995
934,41.99247800000001,-87.862995
935,41.99247800000001,-87.862995
936,41.974689,-87.890615
937,41.974689,-87.890615
938,41.974689,-87.890615
939,41.974689,-87.890615
940,41.974689,-87.890615
941,41.974689,-87.890615
942,41.974689,-87.890615
943,41.974689,-87.890615
944,41.957799,-87.930995
945,41.957799,-87.930995
946,41.957799,-87.930995
947,41.957799,-87.930995
948,41.957799,-87.930995
949,41.957799,-87.930995
950,41.957799,-87.930995
951,41.957799,-87.930995
952,41.690423,-87.656929
953,41.690423,-87.656929
954,41.690423,-87.656929
955,41.690423,-87.656929
956,41.690423,-87.656929
957,41.690423,-87.656929
958,41.690423,-87.656929
959,41.690423,-87.656929
960,41.868533,-87.661638
961,41.868533,-87.661638
962,41.868533,-87.661638
963,41.868533,-87.661638
964,41.868533,-87.661638
965,41.868533,-87.661638
966,41.868533,-87.661638
967,41.868533,-87.661638
968,41.675876,-87.651515
969,41.675876,-87.651515
970,41.675876,-87.651515
971,41.675876,-87.651515
972,41.675876,-87.651515
973,41.675876,-87.651515
974,41.675876,-87.651515
975,41.675876,-87.651515
976,41.731929,-87.54854
977,41.731929,-87.54854
978,41.731929,-87.54854
979,41.731929,-87.54854
980,41.731929,-87.54854
981,41.731929,-87.54854
982,41.731929,-87.54854
983,41.731929,-87.54854
984,41.738583,-87.56772600000002
985,41.738583,-87.56772600000002
986,41.738583,-87.56772600000002
987,41.738583,-87.56772600000002
988,41.738583,-87.56772600000002
989,41.738583,-87.56772600000002
990,41.738583,-87.56772600000002
991,41.738583,-87.56772600000002
992,41.646541,-87.543762
993,41.646541,-87.543762
994,41.646541,-87.543762
995,41.646541,-87.543762
996,41.646541,-87.543762
997,41.646541,-87.543762
998,41.646541,-87.543762
999,41.646541,-87.543762
1000,41.95477,-87.73089
1001,41.95477,-87.73089
1002,41.95477,-87.73089
1003,41.95477,-87.73089
1004,41.95477,-87.73089
1005,41.95477,-87.73089
1006,41.95477,-87.73089
1007,41.95477,-87.73089
1008,41.933652,-87.738416
1009,41.933652,-87.738416
1010,41.933652,-87.738416
1011,41.933652,-87.738416
1012,41.933652,-87.738416
1013,41.933652,-87.738416
1014,41.933652,-87.738416
1015,41.933652,-87.738416
1016,41.94828,-87.74134000000002
1017,41.94828,-87.74134000000002
1018,41.94828,-87.74134000000002
1019,41.94828,-87.74134000000002
