,Date,Time,Latitude,Longitude,Spray 1,Spray 2,Spray 3,Spray 4,Spray 5,Spray 6,Spray 7,Spray 8,Spray 9
90,2011-08-29,7:14:38 PM,42.3929016666667,-88.0938533333333,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
91,2011-08-29,7:14:48 PM,42.3925866666667,-88.0938666666667,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
92,2011-08-29,7:14:58 PM,42.3923083333333,-88.0938733333333,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
93,2011-08-29,7:15:18 PM,42.3921833333333,-88.0937666666667,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
94,2011-08-29,7:15:28 PM,42.392508333333296,-88.09384666666669,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
95,2011-09-07,7:52:52 PM,41.9814333333333,-87.7877766666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
96,2011-09-07,7:53:02 PM,41.9809983333333,-87.7877783333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
97,2011-09-07,7:53:12 PM,41.98056,-87.7877616666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
98,2011-09-07,7:53:22 PM,41.9801983333333,-87.7877583333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
99,2011-09-07,7:53:32 PM,41.9797516666667,-87.78776500000001,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
100,2011-09-07,7:53:42 PM,41.9793516666667,-87.7877533333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
101,2011-09-07,7:53:52 PM,41.97885,-87.7877633333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
102,2011-09-07,7:54:02 PM,41.978398333333296,-87.7877733333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
103,2011-09-07,7:54:12 PM,41.977990000000005,-87.78775999999999,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
104,2011-09-07,7:54:22 PM,41.977495000000005,-87.7877783333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
105,2011-09-07,7:55:42 PM,41.975373333333295,-87.78783666666669,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
106,2011-09-07,7:55:52 PM,41.9748233333333,-87.7878416666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
107,2011-09-07,7:56:02 PM,41.9742833333333,-87.7878666666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
108,2011-09-07,7:56:12 PM,41.97381,-87.78788,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
109,2011-09-07,7:56:22 PM,41.9733533333333,-87.78788,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
110,2011-09-07,7:56:32 PM,41.972905,-87.7878933333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
111,2011-09-07,7:56:42 PM,41.972446666666706,-87.7878933333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
112,2011-09-07,7:56:52 PM,41.9719183333333,-87.7879216666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
113,2011-09-07,7:57:02 PM,41.9713833333333,-87.7879283333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
114,2011-09-07,7:57:12 PM,41.970898333333295,-87.78792,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
115,2011-09-07,7:57:22 PM,41.9704,-87.7879466666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
116,2011-09-07,7:57:32 PM,41.96987,-87.7879616666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
117,2011-09-07,7:57:42 PM,41.96934,-87.7879783333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
118,2011-09-07,7:58:12 PM,41.9685533333333,-87.78869499999999,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
119,2011-09-07,7:58:22 PM,41.9685566666667,-87.7891083333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
120,2011-09-07,7:58:32 PM,41.9687633333333,-87.7891483333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
121,2011-09-07,7:59:02 PM,41.968866666666706,-87.789165,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
122,2011-09-07,7:59:12 PM,41.969145000000005,-87.7891766666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
123,2011-09-07,7:59:22 PM,41.969421666666705,-87.7892016666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
124,2011-09-07,7:59:32 PM,41.969691666666705,-87.7892033333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
125,2011-09-07,7:59:52 PM,41.9702533333333,-87.7892466666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
126,2011-09-07,8:00:02 PM,41.970648333333294,-87.7892433333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
127,2011-09-07,8:00:12 PM,41.9709966666667,-87.7892333333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
128,2011-09-07,8:00:22 PM,41.9713833333333,-87.789225,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
129,2011-09-07,8:00:32 PM,41.971709999999995,-87.78922666666669,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
130,2011-09-07,8:00:42 PM,41.972065,-87.7892483333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
131,2011-09-07,8:00:52 PM,41.972455,-87.7892433333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
132,2011-09-07,8:01:02 PM,41.972809999999996,-87.7892466666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
133,2011-09-07,8:01:12 PM,41.9731466666667,-87.7892366666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
134,2011-09-07,8:01:22 PM,41.9734183333333,-87.7892183333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
135,2011-09-07,8:01:42 PM,41.974101666666705,-87.7892283333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
136,2011-09-07,8:01:52 PM,41.9745866666667,-87.7892166666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
137,2011-09-07,8:02:02 PM,41.974948333333295,-87.7892083333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
138,2011-09-07,8:02:32 PM,41.975466666666705,-87.7891733333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
139,2011-09-07,8:02:42 PM,41.975953333333294,-87.78916,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
140,2011-09-07,8:03:02 PM,41.976428333333295,-87.7891383333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
141,2011-09-07,8:03:12 PM,41.976806666666704,-87.7891483333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
142,2011-09-07,8:03:22 PM,41.9771966666667,-87.78914,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
143,2011-09-07,8:03:32 PM,41.9775283333333,-87.7891566666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
144,2011-09-07,8:03:42 PM,41.9779583333333,-87.7891516666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
145,2011-09-07,8:03:52 PM,41.97835,-87.7891633333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
146,2011-09-07,8:04:02 PM,41.978745,-87.7891433333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
147,2011-09-07,8:04:12 PM,41.97916,-87.7891316666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
148,2011-09-07,8:04:32 PM,41.9799,-87.789125,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
149,2011-09-07,8:04:42 PM,41.980413333333296,-87.7891183333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
150,2011-09-07,8:05:02 PM,41.980715000000004,-87.7897016666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
151,2011-09-07,8:05:12 PM,41.980751666666706,-87.79012,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
152,2011-09-07,8:05:22 PM,41.980585,-87.7902266666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
153,2011-09-07,8:05:32 PM,41.9802516666667,-87.7902133333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
154,2011-09-07,8:05:42 PM,41.97995,-87.7902183333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
155,2011-09-07,8:05:52 PM,41.9795966666667,-87.7902083333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
156,2011-09-07,8:06:02 PM,41.9793116666667,-87.790195,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
157,2011-09-07,8:06:12 PM,41.979005,-87.7902033333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
158,2011-09-07,8:06:22 PM,41.9786366666667,-87.7902016666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
159,2011-09-07,8:06:32 PM,41.978331666666705,-87.79019833333331,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
160,2011-09-07,8:06:52 PM,41.977709999999995,-87.790205,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
161,2011-09-07,8:07:02 PM,41.977343333333295,-87.7902133333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
162,2011-09-07,8:07:22 PM,41.97710666666671,-87.7902366666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
163,2011-09-07,8:07:32 PM,41.9767066666667,-87.7902233333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
164,2011-09-07,8:07:42 PM,41.9762983333333,-87.79024,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
165,2011-09-07,8:07:52 PM,41.975905,-87.7902516666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
166,2011-09-07,8:08:02 PM,41.9755883333333,-87.7902416666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
167,2011-09-07,8:08:12 PM,41.97526,-87.790225,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
168,2011-09-07,8:08:22 PM,41.9748033333333,-87.7902466666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
169,2011-09-07,8:08:32 PM,41.97428,-87.79024333333331,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
170,2011-09-07,8:08:42 PM,41.973785,-87.790255,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
171,2011-09-07,8:08:52 PM,41.973175,-87.7902683333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
172,2011-09-07,8:09:02 PM,41.972635,-87.79028000000001,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
173,2011-09-07,8:09:12 PM,41.97225833333329,-87.7902966666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
174,2011-09-07,8:09:22 PM,41.971703333333295,-87.7903133333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
175,2011-09-07,8:09:32 PM,41.971109999999996,-87.7903216666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
176,2011-09-07,8:09:42 PM,41.9706166666667,-87.79034,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
177,2011-09-07,8:09:52 PM,41.970415,-87.7904883333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
178,2011-09-07,8:10:32 PM,41.970898333333295,-87.79150666666669,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
179,2011-09-07,8:10:42 PM,41.971325,-87.7915033333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
180,2011-09-07,8:10:52 PM,41.971793333333295,-87.791505,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
181,2011-09-07,8:11:02 PM,41.9722316666667,-87.7915216666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
182,2011-09-07,8:11:12 PM,41.9727233333333,-87.791525,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
183,2011-09-07,8:11:22 PM,41.9732383333333,-87.7915283333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
184,2011-09-07,8:11:32 PM,41.973684999999996,-87.7915333333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
185,2011-09-07,8:11:42 PM,41.9742433333333,-87.791545,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
186,2011-09-07,8:11:52 PM,41.974731666666706,-87.79154,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
187,2011-09-07,8:12:02 PM,41.9752316666667,-87.791545,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
188,2011-09-07,8:12:32 PM,41.97568333333329,-87.7915766666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
189,2011-09-07,8:12:42 PM,41.976125,-87.79159666666669,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
190,2011-09-07,8:12:52 PM,41.97661,-87.79159,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
191,2011-09-07,8:13:02 PM,41.97706166666671,-87.791575,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
192,2011-09-07,8:13:12 PM,41.9774516666667,-87.7915616666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
193,2011-09-07,8:13:22 PM,41.9779366666667,-87.7915466666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
194,2011-09-07,8:13:32 PM,41.9784333333333,-87.7915366666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
195,2011-09-07,8:13:42 PM,41.97887,-87.7915283333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
196,2011-09-07,8:13:52 PM,41.978984999999994,-87.79125,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
197,2011-09-07,8:14:02 PM,41.979003333333296,-87.7907383333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
198,2011-09-07,8:14:12 PM,41.9792083333333,-87.79035,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
199,2011-09-07,8:14:22 PM,41.979698333333296,-87.79034166666669,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
200,2011-09-07,8:14:32 PM,41.980188333333295,-87.790335,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
201,2011-09-07,8:14:42 PM,41.980656666666704,-87.7903283333333,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
202,2011-09-07,8:14:52 PM,41.980805,-87.7907416666667,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
203,2011-09-07,8:15:02 PM,41.98082166666671,-87.79143499999999,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
